max_number_of_vehicles,MINIMUM_SPEED,min_number_of_vehicles,AVERAGE_SPEED,avg_number_of_vehicles,MAXIMUM_SPEED,DATE
930,1,11,51.92,126.68,194,2021-02-05T13:00:00
867,1,11,50.38,115.56,200,2021-02-05T14:00:00
802,1,11,49.71,112.35,219,2021-02-05T15:00:00
704,1,11,49.63,117.30,202,2021-02-05T16:00:00
714,1,11,49.38,113.98,230,2021-02-05T17:00:00
692,1,11,47.92,111.56,217,2021-02-05T18:00:00
703,1,11,49.16,126.74,212,2021-02-05T19:00:00
628,1,11,52.65,117.42,193,2021-02-05T20:00:00
556,1,11,56.59,99.99,205,2021-02-05T21:00:00
687,1,11,59.39,87.41,214,2021-02-05T22:00:00
404,1,11,61.87,75.20,192,2021-02-05T23:00:00
270,1,11,62.46,54.32,204,2021-02-06T00:00:00
194,1,11,64.42,41.86,197,2021-02-06T01:00:00
157,1,11,67.94,35.52,197,2021-02-06T02:00:00
120,1,11,70.14,31.55,191,2021-02-06T03:00:00
120,1,11,67.53,31.98,183,2021-02-06T04:00:00
132,1,11,61.53,32.07,181,2021-02-06T05:00:00
500,1,11,59.42,83.17,177,2021-02-06T06:00:00
606,1,11,58.30,84.44,174,2021-02-06T07:00:00
817,1,11,59.01,95.41,208,2021-02-06T08:00:00
832,1,11,58.24,97.02,196,2021-02-06T09:00:00
772,1,11,57.60,92.66,198,2021-02-06T10:00:00
722,1,11,57.46,91.87,222,2021-02-06T11:00:00
757,1,11,57.33,97.33,196,2021-02-06T12:00:00
793,1,11,57.86,98.87,232,2021-02-06T13:00:00
730,1,11,57.61,95.82,230,2021-02-06T14:00:00
638,1,11,58.24,92.49,203,2021-02-06T15:00:00
447,1,11,58.78,80.47,206,2021-02-06T16:00:00
489,1,11,59.59,78.91,190,2021-02-06T17:00:00
455,1,11,59.95,77.03,201,2021-02-06T18:00:00
365,1,11,60.44,64.27,194,2021-02-06T19:00:00
268,1,11,60.71,50.20,192,2021-02-06T20:00:00
291,1,11,59.70,53.24,183,2021-02-06T21:00:00
306,1,11,60.58,50.71,206,2021-02-06T22:00:00
352,1,11,62.43,50.65,191,2021-02-06T23:00:00
208,1,11,61.78,37.85,195,2021-02-07T00:00:00
133,1,11,66.41,28.43,183,2021-02-07T01:00:00
73,1,11,70.74,20.75,191,2021-02-07T02:00:00
56,1,11,71.80,18.19,185,2021-02-07T03:00:00
58,1,11,66.63,21.22,174,2021-02-07T04:00:00
216,1,11,60.00,36.11,186,2021-02-07T05:00:00
266,1,11,60.65,45.89,172,2021-02-07T06:00:00
344,1,11,61.04,59.77,182,2021-02-07T07:00:00
302,1,11,60.35,52.90,191,2021-02-07T08:00:00
244,1,11,59.94,46.04,185,2021-02-07T09:00:00
266,1,11,59.51,44.19,214,2021-02-07T10:00:00
294,1,11,60.18,47.60,202,2021-02-07T11:00:00
303,1,11,60.07,50.11,243,2021-02-07T12:00:00
374,1,11,59.40,56.42,215,2021-02-07T13:00:00
317,1,11,59.87,56.94,216,2021-02-07T14:00:00
394,1,11,60.20,61.72,236,2021-02-07T15:00:00
313,1,11,60.00,57.88,200,2021-02-07T16:00:00
332,1,11,61.13,57.66,218,2021-02-07T17:00:00
254,1,11,61.79,54.97,213,2021-02-07T18:00:00
234,1,11,60.71,51.07,197,2021-02-07T19:00:00
231,1,11,61.97,49.00,199,2021-02-07T20:00:00
276,1,11,60.53,51.35,218,2021-02-07T21:00:00
265,1,11,61.24,48.84,204,2021-02-07T22:00:00
309,1,11,63.53,52.05,193,2021-02-07T23:00:00
218,1,11,62.93,44.58,186,2021-02-08T00:00:00
185,1,11,68.49,45.10,201,2021-02-08T01:00:00
124,1,11,70.41,37.50,196,2021-02-08T02:00:00
123,1,11,70.79,31.02,188,2021-02-08T03:00:00
154,1,11,67.48,33.69,183,2021-02-08T04:00:00
421,1,11,62.14,71.31,187,2021-02-08T05:00:00
1015,1,11,59.58,144.80,206,2021-02-08T06:00:00
288,1,11,54.96,50.48,183,2021-02-08T07:00:00
736,1,11,53.12,103.09,203,2021-02-08T08:00:00
986,1,11,52.68,120.17,203,2021-02-08T09:00:00
259,1,11,49.83,39.91,208,2021-02-08T10:00:00
582,1,11,50.24,74.28,200,2021-02-08T13:00:00
882,1,11,50.49,107.13,202,2021-02-08T14:00:00
855,1,11,50.69,107.76,189,2021-02-08T15:00:00
821,1,11,50.95,109.71,197,2021-02-08T16:00:00
779,1,11,50.57,118.84,197,2021-02-08T17:00:00
763,1,11,49.28,121.73,233,2021-02-08T18:00:00
720,1,11,50.74,121.51,202,2021-02-08T19:00:00
599,1,11,52.49,106.56,184,2021-02-08T20:00:00
595,1,11,55.12,92.00,186,2021-02-08T21:00:00
428,1,11,59.34,74.08,185,2021-02-08T22:00:00
173,1,11,63.90,35.35,176,2021-02-08T23:00:00
273,1,11,61.38,53.75,182,2021-02-09T00:00:00
245,1,11,62.32,47.41,183,2021-02-09T01:00:00
156,1,11,65.39,38.65,163,2021-02-09T02:00:00
150,1,11,66.91,33.63,160,2021-02-09T03:00:00
168,1,11,63.90,37.26,182,2021-02-09T04:00:00
383,1,11,59.25,66.46,193,2021-02-09T05:00:00
970,1,11,57.77,138.11,196,2021-02-09T06:00:00
681,1,11,54.73,107.17,192,2021-02-09T07:00:00
666,1,11,53.34,98.80,193,2021-02-09T08:00:00
56,1,11,42.16,18.82,149,2021-02-09T09:00:00
864,1,11,52.30,93.58,225,2021-02-09T10:00:00
884,1,11,52.16,101.66,209,2021-02-09T11:00:00
1068,1,11,52.14,119.57,210,2021-02-09T12:00:00
919,1,11,51.49,106.16,200,2021-02-09T13:00:00
890,1,11,50.67,99.52,199,2021-02-09T14:00:00
790,1,11,51.24,104.04,201,2021-02-09T15:00:00
744,1,11,51.14,102.70,240,2021-02-09T16:00:00
784,1,11,51.69,113.61,222,2021-02-09T17:00:00
734,1,11,50.70,111.89,215,2021-02-09T18:00:00
689,1,11,51.46,115.77,210,2021-02-09T19:00:00
645,1,11,54.66,107.86,197,2021-02-09T20:00:00
565,1,11,57.45,87.21,227,2021-02-09T21:00:00
434,1,11,59.34,72.38,199,2021-02-09T22:00:00
61,1,11,70.38,17.83,180,2021-02-09T23:00:00
301,1,11,61.55,55.72,193,2021-02-10T00:00:00
204,1,11,64.34,41.11,198,2021-02-10T01:00:00
180,1,11,66.78,36.37,182,2021-02-10T02:00:00
146,1,11,66.70,34.76,194,2021-02-10T03:00:00
181,1,11,62.04,37.92,178,2021-02-10T04:00:00
388,1,11,57.10,67.10,158,2021-02-10T05:00:00
1018,1,11,56.27,141.97,176,2021-02-10T06:00:00
817,1,11,53.68,118.62,188,2021-02-10T07:00:00
720,1,11,52.43,105.09,185,2021-02-10T08:00:00
966,1,11,52.88,108.91,212,2021-02-10T09:00:00
892,1,11,52.70,104.50,195,2021-02-10T10:00:00
955,1,11,52.23,104.91,196,2021-02-10T11:00:00
896,1,11,52.05,111.56,209,2021-02-10T12:00:00
842,1,11,51.19,101.05,227,2021-02-10T13:00:00
882,1,11,50.57,104.22,190,2021-02-10T14:00:00
784,1,11,50.86,97.31,225,2021-02-10T15:00:00
644,1,11,51.10,102.06,211,2021-02-10T16:00:00
703,1,11,51.05,108.86,208,2021-02-10T17:00:00
631,1,11,50.36,106.85,200,2021-02-10T18:00:00
672,1,11,50.71,115.83,194,2021-02-10T19:00:00
676,1,11,53.48,111.97,219,2021-02-10T20:00:00
620,1,11,57.60,95.91,216,2021-02-10T21:00:00
427,1,11,59.90,74.41,205,2021-02-10T22:00:00
29,3,11,75.14,13.10,149,2021-02-10T23:00:00
317,1,11,61.91,56.53,203,2021-02-11T00:00:00
229,1,11,64.80,44.43,186,2021-02-11T01:00:00
158,1,11,67.61,36.96,181,2021-02-11T02:00:00
155,1,11,68.69,33.70,178,2021-02-11T03:00:00
172,1,11,66.13,36.50,195,2021-02-11T04:00:00
405,1,11,59.69,66.32,191,2021-02-11T05:00:00
991,1,11,58.20,138.79,181,2021-02-11T06:00:00
840,1,11,55.45,124.33,190,2021-02-11T07:00:00
705,1,11,53.81,97.09,197,2021-02-11T08:00:00
906,1,11,53.13,114.23,196,2021-02-11T09:00:00
860,1,11,52.55,106.38,201,2021-02-11T10:00:00
898,1,11,51.83,108.05,202,2021-02-11T11:00:00
875,1,11,51.50,111.93,192,2021-02-11T12:00:00
794,1,11,50.79,112.73,195,2021-02-11T13:00:00
874,1,11,50.83,107.17,204,2021-02-11T14:00:00
726,1,11,50.58,102.51,216,2021-02-11T15:00:00
695,1,11,50.68,103.31,197,2021-02-11T16:00:00
720,1,11,50.41,112.61,200,2021-02-11T17:00:00
695,1,11,49.88,105.87,190,2021-02-11T18:00:00
787,1,11,50.99,123.18,199,2021-02-11T19:00:00
762,1,11,53.65,113.70,218,2021-02-11T20:00:00
661,1,11,57.46,95.83,207,2021-02-11T21:00:00
448,1,11,59.23,76.93,200,2021-02-11T22:00:00
24,2,11,67.43,13.81,171,2021-02-11T23:00:00
67,1,11,70.00,26.30,177,2021-02-12T00:00:00
237,1,11,63.20,47.69,171,2021-02-12T01:00:00
198,1,11,66.14,40.10,161,2021-02-12T02:00:00
161,1,11,65.26,36.95,212,2021-02-12T03:00:00
190,1,11,62.72,39.59,166,2021-02-12T04:00:00
386,1,11,56.06,68.63,165,2021-02-12T05:00:00
982,1,11,54.39,138.14,167,2021-02-12T06:00:00
904,1,11,51.79,134.89,164,2021-02-12T07:00:00
764,1,11,50.39,109.16,192,2021-02-12T08:00:00
883,1,11,50.85,116.87,185,2021-02-12T09:00:00
791,1,11,50.22,103.64,189,2021-02-12T10:00:00
674,1,11,50.71,89.80,182,2021-02-12T11:00:00
737,1,11,51.56,106.38,200,2021-02-12T12:00:00
811,1,11,52.99,108.97,197,2021-02-12T13:00:00
710,1,11,51.48,91.21,205,2021-02-12T14:00:00
630,1,11,50.70,90.07,199,2021-02-12T15:00:00
443,1,11,50.07,72.74,190,2021-02-12T16:00:00
403,1,11,48.84,63.17,181,2021-02-12T17:00:00
458,1,11,49.33,71.64,198,2021-02-12T18:00:00
670,1,11,52.37,114.66,192,2021-02-12T19:00:00
674,1,11,55.19,111.92,195,2021-02-12T20:00:00
639,1,11,58.39,97.34,207,2021-02-12T21:00:00
435,1,11,60.06,72.78,211,2021-02-12T22:00:00
296,1,11,62.77,56.11,203,2021-02-13T00:00:00
188,1,11,65.08,41.68,188,2021-02-13T01:00:00
151,1,11,68.87,36.34,198,2021-02-13T02:00:00
129,1,11,70.68,30.78,185,2021-02-13T03:00:00
140,1,11,68.17,32.49,168,2021-02-13T04:00:00
244,1,11,60.17,46.84,166,2021-02-13T05:00:00
524,1,11,59.73,83.28,177,2021-02-13T06:00:00
647,1,11,59.46,94.32,190,2021-02-13T07:00:00
744,1,11,59.99,93.73,184,2021-02-13T08:00:00
544,1,11,58.49,74.14,188,2021-02-13T09:00:00
532,1,11,57.68,76.35,188,2021-02-13T10:00:00
500,1,11,57.64,69.53,200,2021-02-13T11:00:00
502,1,11,58.04,74.16,199,2021-02-13T12:00:00
497,1,11,57.99,75.70,210,2021-02-13T13:00:00
320,1,11,57.04,55.37,206,2021-02-13T14:00:00
367,1,11,57.51,64.88,191,2021-02-13T15:00:00
331,1,11,57.48,58.66,196,2021-02-13T16:00:00
347,1,11,58.69,60.24,199,2021-02-13T17:00:00
376,1,11,59.96,65.57,193,2021-02-13T18:00:00
350,1,11,59.80,60.37,202,2021-02-13T19:00:00
294,1,11,60.35,55.14,188,2021-02-13T20:00:00
320,1,11,59.10,52.83,223,2021-02-13T21:00:00
316,1,11,58.41,52.88,181,2021-02-13T22:00:00
327,1,11,58.98,54.96,176,2021-02-13T23:00:00
210,1,11,59.62,40.58,171,2021-02-14T00:00:00
132,1,11,62.08,29.02,163,2021-02-14T01:00:00
73,1,11,66.16,22.68,154,2021-02-14T02:00:00
56,1,11,65.77,21.37,166,2021-02-14T03:00:00
73,1,11,61.20,23.32,158,2021-02-14T04:00:00
202,1,11,55.40,36.22,140,2021-02-14T05:00:00
279,1,11,55.87,48.44,148,2021-02-14T06:00:00
346,1,11,54.87,57.08,154,2021-02-14T07:00:00
289,1,11,52.34,52.94,154,2021-02-14T08:00:00
203,1,11,51.70,45.12,161,2021-02-14T09:00:00
209,1,11,53.95,43.01,148,2021-02-14T10:00:00
217,1,11,55.35,43.82,186,2021-02-14T11:00:00
227,1,11,54.17,48.03,156,2021-02-14T12:00:00
333,1,11,54.84,57.81,170,2021-02-14T13:00:00
312,1,11,54.70,56.32,179,2021-02-14T14:00:00
357,1,11,54.26,59.34,181,2021-02-14T15:00:00
275,1,11,54.12,57.91,159,2021-02-14T16:00:00
262,1,11,54.93,56.23,172,2021-02-14T17:00:00
211,1,11,52.39,51.37,160,2021-02-14T18:00:00
224,1,11,50.49,49.92,152,2021-02-14T19:00:00
209,1,11,50.20,48.73,149,2021-02-14T20:00:00
276,1,11,52.35,52.54,142,2021-02-14T21:00:00
262,1,11,53.73,51.63,152,2021-02-14T22:00:00
381,1,11,55.32,54.61,145,2021-02-14T23:00:00
215,1,11,54.77,44.15,140,2021-02-15T00:00:00
156,1,11,57.60,37.85,143,2021-02-15T01:00:00
114,1,11,60.33,31.95,135,2021-02-15T02:00:00
88,1,11,58.36,29.71,147,2021-02-15T03:00:00
148,1,11,54.04,33.78,142,2021-02-15T04:00:00
335,1,11,50.90,63.60,143,2021-02-15T05:00:00
892,1,11,51.09,121.01,159,2021-02-15T06:00:00
29,2,11,54.07,15.40,122,2021-02-15T07:00:00
635,1,11,51.26,90.15,169,2021-02-15T09:00:00
940,1,11,51.59,115.24,170,2021-02-15T10:00:00
769,1,11,52.03,106.86,161,2021-02-15T11:00:00
800,1,11,52.30,109.79,177,2021-02-15T12:00:00
815,1,11,52.06,111.78,178,2021-02-15T13:00:00
861,1,11,52.14,106.81,172,2021-02-15T14:00:00
764,1,11,52.43,100.79,178,2021-02-15T15:00:00
766,1,11,51.95,107.66,178,2021-02-15T16:00:00
693,1,11,51.25,107.06,170,2021-02-15T17:00:00
616,1,11,49.18,102.05,178,2021-02-15T18:00:00
674,1,11,49.28,99.43,155,2021-02-15T19:00:00
781,1,11,52.21,96.70,177,2021-02-15T20:00:00
492,1,11,54.54,80.33,168,2021-02-15T21:00:00
340,1,11,54.66,66.27,163,2021-02-15T22:00:00
113,1,11,59.13,29.59,154,2021-02-15T23:00:00
270,1,11,53.96,53.64,157,2021-02-16T00:00:00
198,1,11,56.07,42.39,175,2021-02-16T01:00:00
148,1,11,60.06,35.34,188,2021-02-16T02:00:00
106,1,11,60.93,29.01,140,2021-02-16T03:00:00
157,1,11,58.99,35.57,169,2021-02-16T04:00:00
331,1,11,52.29,62.21,158,2021-02-16T05:00:00
986,1,11,51.29,129.38,163,2021-02-16T06:00:00
996,1,11,49.72,140.64,160,2021-02-16T07:00:00
812,1,11,47.84,112.45,174,2021-02-16T08:00:00
790,1,11,48.61,110.02,176,2021-02-16T09:00:00
910,1,11,48.56,107.06,165,2021-02-16T10:00:00
836,1,11,48.91,105.01,181,2021-02-16T11:00:00
841,1,11,50.44,107.25,174,2021-02-16T12:00:00
861,1,11,51.94,113.28,182,2021-02-16T13:00:00
923,1,11,52.28,118.17,189,2021-02-16T14:00:00
863,1,11,52.82,110.06,190,2021-02-16T15:00:00
854,1,11,52.69,120.37,174,2021-02-16T16:00:00
851,1,11,53.46,119.37,188,2021-02-16T17:00:00
832,1,11,52.15,121.11,189,2021-02-16T18:00:00
643,1,11,50.81,108.05,190,2021-02-16T19:00:00
482,1,11,51.56,91.70,189,2021-02-16T20:00:00
449,1,11,53.88,77.42,175,2021-02-16T21:00:00
353,1,11,55.83,66.33,173,2021-02-16T22:00:00
323,1,11,56.55,61.11,166,2021-02-16T23:00:00
257,1,11,56.57,50.82,181,2021-02-17T00:00:00
185,1,11,59.86,38.43,165,2021-02-17T01:00:00
132,1,11,62.89,31.70,151,2021-02-17T02:00:00
98,1,11,64.71,28.30,151,2021-02-17T03:00:00
153,1,11,61.53,32.60,158,2021-02-17T04:00:00
321,1,11,53.48,60.73,185,2021-02-17T05:00:00
900,1,11,51.03,127.35,183,2021-02-17T06:00:00
1032,1,11,49.13,143.92,169,2021-02-17T07:00:00
743,1,11,47.54,113.36,160,2021-02-17T08:00:00
761,1,11,48.13,110.98,196,2021-02-17T09:00:00
844,1,11,51.64,115.02,182,2021-02-17T10:00:00
888,1,11,53.84,113.43,185,2021-02-17T11:00:00
924,1,11,54.10,119.38,184,2021-02-17T12:00:00
973,1,11,54.00,121.76,196,2021-02-17T13:00:00
947,1,11,53.48,119.17,188,2021-02-17T14:00:00
878,1,11,53.79,116.65,181,2021-02-17T15:00:00
843,1,11,54.02,118.76,197,2021-02-17T16:00:00
1023,1,11,54.76,137.53,213,2021-02-17T17:00:00
872,1,11,54.47,129.65,220,2021-02-17T18:00:00
650,1,11,53.87,112.93,187,2021-02-17T19:00:00
516,1,11,55.13,95.86,182,2021-02-17T20:00:00
462,1,11,56.56,80.49,189,2021-02-17T21:00:00
389,1,11,57.44,70.95,194,2021-02-17T22:00:00
22,3,11,71.27,14.07,188,2021-02-17T23:00:00
277,1,11,59.39,55.80,166,2021-02-18T00:00:00
202,1,11,61.81,42.17,171,2021-02-18T01:00:00
160,1,11,65.33,35.38,163,2021-02-18T02:00:00
142,1,11,66.00,33.76,206,2021-02-18T03:00:00
151,1,11,61.84,35.23,165,2021-02-18T04:00:00
360,1,11,56.57,63.02,169,2021-02-18T05:00:00
990,1,11,55.64,133.33,183,2021-02-18T06:00:00
992,1,11,54.53,148.98,205,2021-02-18T07:00:00
884,1,11,54.03,124.08,192,2021-02-18T08:00:00
908,1,11,53.46,131.75,192,2021-02-18T09:00:00
1001,1,11,52.88,120.25,192,2021-02-18T10:00:00
999,1,11,51.78,112.49,172,2021-02-18T11:00:00
1020,1,11,51.72,116.91,186,2021-02-18T12:00:00
1079,1,11,50.88,116.31,180,2021-02-18T13:00:00
892,1,11,49.76,101.39,177,2021-02-18T14:00:00
762,1,11,50.62,99.45,182,2021-02-18T15:00:00
749,1,11,51.26,105.13,172,2021-02-18T16:00:00
727,1,11,50.74,113.35,179,2021-02-18T17:00:00
805,1,11,50.79,118.72,196,2021-02-18T18:00:00
819,1,11,52.64,121.93,180,2021-02-18T19:00:00
668,1,11,55.12,101.61,195,2021-02-18T20:00:00
503,1,11,57.20,84.39,192,2021-02-18T21:00:00
403,1,11,58.77,72.42,205,2021-02-18T22:00:00
400,1,11,60.10,70.88,172,2021-02-18T23:00:00
293,1,11,61.03,58.91,191,2021-02-19T00:00:00
219,1,11,63.82,43.80,182,2021-02-19T01:00:00
164,1,11,67.57,37.45,178,2021-02-19T02:00:00
139,1,11,68.70,34.56,168,2021-02-19T03:00:00
166,1,11,65.87,34.80,157,2021-02-19T04:00:00
340,1,11,58.17,61.83,170,2021-02-19T05:00:00
938,1,11,56.58,130.54,206,2021-02-19T06:00:00
987,1,11,54.60,144.66,176,2021-02-19T07:00:00
840,1,11,52.71,118.44,189,2021-02-19T08:00:00
970,1,11,52.65,112.57,206,2021-02-19T09:00:00
842,1,11,52.39,100.99,206,2021-02-19T10:00:00
1092,1,11,52.89,121.62,187,2021-02-19T11:00:00
1093,1,11,52.70,118.84,229,2021-02-19T12:00:00
1058,1,11,53.01,122.95,199,2021-02-19T13:00:00
957,1,11,52.07,115.82,195,2021-02-19T14:00:00
912,1,11,51.60,123.55,226,2021-02-19T15:00:00
841,1,11,51.11,124.10,208,2021-02-19T16:00:00
816,1,11,51.51,124.62,209,2021-02-19T17:00:00
831,1,11,51.14,130.33,211,2021-02-19T18:00:00
792,1,11,51.24,122.56,211,2021-02-19T19:00:00
700,1,11,54.32,113.61,218,2021-02-19T20:00:00
648,1,11,57.14,96.67,193,2021-02-19T21:00:00
520,1,11,59.92,82.04,211,2021-02-19T22:00:00
427,1,11,61.26,74.33,202,2021-02-19T23:00:00
287,1,11,61.32,59.55,181,2021-02-20T00:00:00
210,1,11,64.00,42.95,193,2021-02-20T01:00:00
158,1,11,67.21,35.71,182,2021-02-20T02:00:00
133,1,11,68.98,31.99,179,2021-02-20T03:00:00
130,1,11,67.28,31.91,170,2021-02-20T04:00:00
253,1,11,59.87,47.34,183,2021-02-20T05:00:00
514,1,11,58.85,83.98,199,2021-02-20T06:00:00
832,1,11,58.44,106.99,180,2021-02-20T07:00:00
900,1,11,58.51,108.60,179,2021-02-20T08:00:00
775,1,11,58.43,101.81,200,2021-02-20T09:00:00
820,1,11,57.70,97.71,200,2021-02-20T10:00:00
772,1,11,57.84,99.22,198,2021-02-20T11:00:00
746,1,11,57.70,100.01,210,2021-02-20T12:00:00
787,1,11,57.71,104.28,200,2021-02-20T13:00:00
682,1,11,57.78,99.38,201,2021-02-20T14:00:00
661,1,11,58.07,102.09,202,2021-02-20T15:00:00
592,1,11,58.38,95.76,195,2021-02-20T16:00:00
557,1,11,59.01,92.05,185,2021-02-20T17:00:00
456,1,11,59.96,80.32,197,2021-02-20T18:00:00
351,1,11,59.39,65.83,209,2021-02-20T19:00:00
314,1,11,59.85,57.38,196,2021-02-20T20:00:00
286,1,11,59.99,52.90,191,2021-02-20T21:00:00
303,1,11,60.77,50.17,190,2021-02-20T22:00:00
230,1,11,61.19,39.48,194,2021-02-21T00:00:00
18,6,11,68.47,12.21,160,2021-02-21T02:00:00
42,1,11,70.76,18.22,193,2021-02-21T03:00:00
64,1,11,65.15,23.48,190,2021-02-21T04:00:00
220,1,11,59.34,38.02,171,2021-02-21T05:00:00
277,1,11,61.46,49.18,175,2021-02-21T06:00:00
410,1,11,60.89,62.92,179,2021-02-21T07:00:00
269,1,11,59.89,55.06,183,2021-02-21T08:00:00
245,1,11,59.08,47.87,179,2021-02-21T09:00:00
250,1,11,58.81,47.52,212,2021-02-21T10:00:00
249,1,11,59.52,47.24,214,2021-02-21T11:00:00
284,1,11,59.71,52.97,225,2021-02-21T12:00:00
371,1,11,59.03,61.77,211,2021-02-21T13:00:00
326,1,11,59.16,58.52,220,2021-02-21T14:00:00
376,1,11,59.52,64.77,227,2021-02-21T15:00:00
281,1,11,59.53,48.60,196,2021-02-21T16:00:00
181,1,11,60.46,36.60,197,2021-02-21T17:00:00
257,1,11,60.93,55.26,218,2021-02-21T18:00:00
238,1,11,60.25,51.87,189,2021-02-21T19:00:00
256,1,11,60.16,51.81,194,2021-02-21T20:00:00
280,1,11,59.65,53.53,209,2021-02-21T21:00:00
290,1,11,61.17,54.13,187,2021-02-21T22:00:00
182,1,11,64.84,36.41,187,2021-02-21T23:00:00
165,1,11,62.01,41.45,170,2021-02-22T00:00:00
179,1,11,65.99,38.99,175,2021-02-22T01:00:00
120,1,11,68.58,32.94,188,2021-02-22T02:00:00
113,1,11,69.14,28.32,178,2021-02-22T03:00:00
142,1,11,65.64,33.28,186,2021-02-22T04:00:00
392,1,11,59.97,69.28,174,2021-02-22T05:00:00
1009,1,11,57.47,143.87,194,2021-02-22T06:00:00
1012,1,11,53.89,150.34,186,2021-02-22T07:00:00
853,1,11,51.55,129.70,192,2021-02-22T08:00:00
976,1,11,51.10,123.02,182,2021-02-22T09:00:00
1092,1,11,51.60,118.88,203,2021-02-22T10:00:00
1113,1,11,51.77,123.13,209,2021-02-22T11:00:00
1047,1,11,51.80,121.46,198,2021-02-22T12:00:00
1080,1,11,51.66,121.38,202,2021-02-22T13:00:00
983,1,11,50.98,116.01,210,2021-02-22T14:00:00
1005,1,11,50.89,124.24,197,2021-02-22T15:00:00
973,1,11,51.33,127.04,207,2021-02-22T16:00:00
887,1,11,50.87,128.24,219,2021-02-22T17:00:00
866,1,11,49.52,131.30,207,2021-02-22T18:00:00
881,1,11,50.21,134.08,200,2021-02-22T19:00:00
704,1,11,52.73,115.59,186,2021-02-22T20:00:00
675,1,11,56.65,95.09,199,2021-02-22T21:00:00
435,1,11,59.38,79.11,183,2021-02-22T22:00:00
383,1,11,60.57,71.54,196,2021-02-22T23:00:00
294,1,11,61.12,59.39,187,2021-02-23T00:00:00
234,1,11,63.90,43.82,169,2021-02-23T01:00:00
171,1,11,66.85,37.10,193,2021-02-23T02:00:00
129,1,11,67.70,33.65,168,2021-02-23T03:00:00
174,1,11,65.27,36.29,175,2021-02-23T04:00:00
370,1,11,58.85,66.93,176,2021-02-23T05:00:00
1013,1,11,57.29,142.83,205,2021-02-23T06:00:00
1108,1,11,54.73,152.43,217,2021-02-23T07:00:00
912,1,11,52.38,128.70,204,2021-02-23T08:00:00
1004,1,11,52.05,123.85,209,2021-02-23T09:00:00
1033,1,11,52.05,114.74,202,2021-02-23T10:00:00
1134,1,11,52.19,118.82,189,2021-02-23T11:00:00
1115,1,11,52.04,119.90,206,2021-02-23T12:00:00
1102,1,11,51.84,122.23,197,2021-02-23T13:00:00
1032,1,11,51.31,119.41,229,2021-02-23T14:00:00
956,1,11,50.99,114.72,221,2021-02-23T15:00:00
928,1,11,51.11,120.43,208,2021-02-23T16:00:00
759,1,11,50.99,119.12,197,2021-02-23T17:00:00
880,1,11,49.88,115.05,199,2021-02-23T18:00:00
620,1,11,50.08,93.22,204,2021-02-23T19:00:00
624,1,11,52.90,108.56,218,2021-02-23T20:00:00
653,1,11,56.77,93.97,209,2021-02-23T21:00:00
409,1,11,59.31,77.78,182,2021-02-23T22:00:00
429,1,11,60.42,73.03,195,2021-02-23T23:00:00
306,1,11,61.05,58.85,201,2021-02-24T00:00:00
247,1,11,64.05,45.20,182,2021-02-24T01:00:00
143,1,11,66.30,36.13,179,2021-02-24T02:00:00
170,1,11,68.11,35.33,163,2021-02-24T03:00:00
186,1,11,64.13,38.51,174,2021-02-24T04:00:00
387,1,11,58.49,69.05,192,2021-02-24T05:00:00
951,1,11,56.79,129.95,171,2021-02-24T06:00:00
978,1,11,54.39,139.99,203,2021-02-24T07:00:00
748,1,11,52.22,110.69,196,2021-02-24T08:00:00
807,1,11,51.93,104.16,193,2021-02-24T09:00:00
839,1,11,51.59,96.42,180,2021-02-24T10:00:00
1022,1,11,52.23,116.10,197,2021-02-24T11:00:00
1143,1,11,52.21,127.73,234,2021-02-24T12:00:00
1151,1,11,52.03,129.51,190,2021-02-24T13:00:00
1042,1,11,51.17,119.33,212,2021-02-24T14:00:00
977,1,11,51.04,118.99,213,2021-02-24T15:00:00
853,1,11,52.26,116.96,188,2021-02-24T16:00:00
884,1,11,51.35,130.14,200,2021-02-24T17:00:00
976,1,11,50.18,133.86,195,2021-02-24T18:00:00
881,1,11,51.20,132.39,206,2021-02-24T19:00:00
704,1,11,54.38,112.01,195,2021-02-24T20:00:00
624,1,11,56.65,93.43,233,2021-02-24T21:00:00
430,1,11,58.47,77.64,186,2021-02-24T22:00:00
30,1,11,66.67,14.16,142,2021-02-24T23:00:00
335,1,11,59.61,59.34,188,2021-02-25T00:00:00
237,1,11,62.84,46.04,189,2021-02-25T01:00:00
172,1,11,64.88,37.23,187,2021-02-25T02:00:00
144,1,11,67.74,33.59,177,2021-02-25T03:00:00
175,1,11,64.69,37.25,185,2021-02-25T04:00:00
373,1,11,58.09,68.70,171,2021-02-25T05:00:00
995,1,11,56.68,139.63,195,2021-02-25T06:00:00
1067,1,11,53.99,155.67,189,2021-02-25T07:00:00
917,1,11,52.41,129.34,185,2021-02-25T08:00:00
1025,1,11,51.82,129.60,196,2021-02-25T09:00:00
1033,1,11,52.23,118.78,189,2021-02-25T10:00:00
1012,1,11,52.07,120.67,197,2021-02-25T11:00:00
1066,1,11,52.11,132.07,217,2021-02-25T12:00:00
1072,1,11,51.95,127.51,195,2021-02-25T13:00:00
1088,1,11,51.82,128.55,210,2021-02-25T14:00:00
998,1,11,51.50,125.46,224,2021-02-25T15:00:00
821,1,11,51.80,123.99,221,2021-02-25T16:00:00
